words,A MIDSUMMER NIGHT’S DREAM,ALL’S WELL THAT ENDS WELL,AS YOU LIKE IT,CYMBELINE,KING HENRY THE EIGHTH,KING JOHN,KING RICHARD THE SECOND,KING RICHARD THE THIRD,LOVE’S LABOUR’S LOST,MEASURE FOR MEASURE,MUCH ADO ABOUT NOTHING,"PERICLES, PRINCE OF TYRE",THE COMEDY OF ERRORS,THE FIRST PART OF HENRY THE SIXTH,THE FIRST PART OF KING HENRY THE FOURTH,THE HISTORY OF TROILUS AND CRESSIDA,THE LIFE OF KING HENRY THE FIFTH,THE LIFE OF TIMON OF ATHENS,THE MERCHANT OF VENICE,THE RAPE OF LUCRECE,THE SECOND PART OF KING HENRY THE FOURTH,THE SECOND PART OF KING HENRY THE SIXTH,THE TAMING OF THE SHREW,THE TEMPEST,THE THIRD PART OF KING HENRY THE SIXTH,THE TRAGEDY OF ANTONY AND CLEOPATRA,THE TRAGEDY OF CORIOLANUS,"THE TRAGEDY OF HAMLET, PRINCE OF DENMARK",THE TRAGEDY OF JULIUS CAESAR,THE TRAGEDY OF KING LEAR,THE TRAGEDY OF MACBETH,"THE TRAGEDY OF OTHELLO, MOOR OF VENICE",THE TRAGEDY OF ROMEO AND JULIET,THE TRAGEDY OF TITUS ANDRONICUS,THE TWO GENTLEMEN OF VERONA,THE WINTER’S TALE,"TWELFTH NIGHT: OR, WHAT YOU WILL",VENUS AND ADONIS
sun,0.000114988788593,8.10175808150369E-05,0.000131181949364,0.000377928949358,0.000308285163776,0.000274800769442,0.000384812724474,0.000319723758673,0.000347433336229,0.000130707563611,8.79391461108913E-05,0.000201491033649,0.000307370750599,0.000175100682893,3.89620509623627E-05,0.000431437405623,0.000363319284988,0.000203303684879,0.000130310138129,0.000398909646965,3.57577057855968E-05,0.000111569786902,0.000446787597176,0.000282501836262,0.000463088025315,0.00018847299182,0.000170630993414,0.000248980735116,9.50254192996627E-05,0.000179552555033,0.000215505630085,0.000142668616471,0.000574492531597,0.000276332151246,0.000114267431497,0.000265745415892,0.000186575866412,0.001633653257096
sweet,0.002472258954752,0.000567123065705,0.00056845511391,0.000377928949358,0.000385356454721,0.000549601538884,0.00064135454079,0.000575502765611,0.0024320333536,8.71383757406762E-05,0.000527634876665,0.000302236550474,0.000676215651319,0.000481526877955,0.000857165121172,0.001510030919681,0.000363319284988,0.000254129606099,0.000608113977934,0.000930789176252,0.000464850175213,0.000334709360705,0.001161647752658,0.000452002938019,0.001003357388184,0.000301556786912,0.000273009589462,0.000715819613457,0.000142538128949,0.000323194599059,0.000107752815042,0.000677675928238,0.001148985063194,0.001381660756229,0.000868432479375,0.000645381724308,0.000746303465647,0.001939963242802
take,0.000977404703041,0.001296281293041,0.001399274126547,0.001374287088573,0.001233140655106,0.000916002564807,0.00085513938772,0.000991143651885,0.000781725006514,0.001002091321018,0.001055269753331,0.001309691718719,0.001106534702158,0.001094379268079,0.00081820307021,0.001006687279787,0.001416945211452,0.001321473951715,0.001324819737642,0.000265939764643,0.001072731173568,0.001152887797984,0.001429720310964,0.00141250918131,0.00135067340717,0.001319310942742,0.000887281165751,0.000778064797236,0.001045279612296,0.001831436061335,0.000754269705296,0.000784677390591,0.001187284565301,0.000921107170819,0.001302648719062,0.001290763448616,0.000979523298661,0.000510516642843
talk,5.74943942965561E-05,0.00016203516163,0.000262363898728,6.87143544286401E-05,0.00019267822736,9.16002564807182E-05,0.000256541816316,0.000191834255204,0.000260575002171,0.000130707563611,0.000439695730554,5.03727584122507E-05,0.000245896600479,0.000306426195062,0.000116886152887,0.000251671819947,0.000181659642494,5.08259212198221E-05,0.000282338632612,0.000265939764643,0.000178788528928,0.000185949644836,0.000402108837459,0.000169501101757,0.000192953343881,7.53891967281089E-05,0.000273009589462,6.22451837789051E-05,0.000380101677199,0.000179552555033,5.38764075211465E-05,0.000178335770589,0.000421294523171,0.000506608943951,0.000114267431497,0.000265745415892,4.66439666029199E-05,0.000204206657137
tears,0.000517449548669,0.000202543952038,0.000349818531637,3.43571772143201E-05,0.00019267822736,0.000320600897683,0.000726868479562,0.000319723758673,0.0003040041692,8.71383757406762E-05,0.000175878292222,0.000402982067298,0.00012294830024,0.000262651024339,0.000155848203849,0.000251671819947,0.000145327713995,0.00010165184244,6.51550690643732E-05,0.001263213882056,0.000214546234714,0.000446279147607,0.000178715038871,5.65003672523871E-05,0.000848994713078,0.000226167590184,0.000238883390779,0.000186735551337,0.000190050838599,0.000323194599059,0.000107752815042,0.000249670078824,0.000765990042129,0.001704048266016,0.000251388349293,0.000265745415892,0.000139931899809,0.001633653257096
tell,0.000804921520152,0.00081017580815,0.001180637544274,0.000515357658215,0.000732177263969,0.000641201795365,0.000470326663246,0.001087060779487,0.000651437505429,0.000740676193796,0.001714813349162,0.00110820068507,0.001352431302637,0.000525302048678,0.001714330242344,0.001725749622492,0.001453277139951,0.000711562897078,0.001455129875771,0.000598364470447,0.00089394264464,0.000520659005541,0.001519077830399,0.000791005141533,0.001003357388184,0.000866975762373,0.001092038357847,0.001213781083689,0.001520406708795,0.000969583797177,0.000431011260169,0.000677675928238,0.001493680582152,0.000782941095196,0.000891285965674,0.000569454462625,0.000979523298661,0.000102103328569
than,0.001609843040304,0.001539334035486,0.002711093620185,0.002508073936645,0.001579961464355,0.001145003206009,0.001154438173422,0.001151005531221,0.001042300008686,0.001481352387592,0.002022600360551,0.001259318960306,0.000860638101678,0.001357030292418,0.001558482038495,0.002768390019415,0.001126289783462,0.001575603557814,0.001780905221093,0.001396183764377,0.001752127583494,0.001450407229722,0.001563756590117,0.001582010283067,0.001736580094933,0.001357005541106,0.002388833907791,0.001182658491799,0.001567919418444,0.001795525550329,0.000969775335381,0.001212683240004,0.001417081577939,0.001519826831852,0.001211234773865,0.001898181542083,0.001959046597323,0.001225239942822
that,0.007761743230035,0.010005671230657,0.01219992129083,0.008554937126366,0.008940269749518,0.009343226161033,0.008294852060886,0.010327077405122,0.009728133414401,0.010020913210178,0.011388119421361,0.00715293169454,0.010389131370259,0.007529329364385,0.007948258396322,0.008305170058244,0.008356343554716,0.008030495552732,0.008122665276692,0.011834319526627,0.00811699921333,0.007921454870021,0.007416674113127,0.008418554720606,0.009647667194072,0.007652003467903,0.007917278094393,0.008216364258815,0.009455029220316,0.00869034366359,0.007327191422876,0.009344794378857,0.010417464572961,0.008704462764243,0.009918413053911,0.009339053187047,0.010261672652642,0.008576679599755
the,0.028459725176795,0.026695292878555,0.027285845467664,0.02250395107538,0.026435452793834,0.027709077585417,0.026808619805028,0.027304408990632,0.032528446104404,0.026141512722203,0.023875478169107,0.027201289542615,0.02465113419807,0.028103659604273,0.029611158731396,0.024843603940462,0.033461706147362,0.019872935196951,0.027777777777778,0.029053919287282,0.030966173210327,0.031648629551118,0.021177732106157,0.021583140290412,0.028248369544244,0.022202118436428,0.026481930177798,0.029597584886869,0.025229248824061,0.028261572162172,0.031409945584828,0.023575988871848,0.023439295289161,0.027264772256252,0.01995109353932,0.025397669033066,0.024021642800504,0.028895241984889
thee,0.00367964123498,0.003159685651786,0.003804276531549,0.002954717240432,0.000732177263969,0.003618210130988,0.003634342397811,0.003740767976468,0.0024320333536,0.001917044266295,0.003253748406103,0.002971992746323,0.004057293907912,0.00442129224304,0.003896205096236,0.003271733659308,0.002216247638425,0.006861499364676,0.002541047693511,0.002725882587594,0.00300364728599,0.004462791476068,0.003708337056563,0.005480535623482,0.004437926909273,0.004108711221682,0.00225232911306,0.001805110329588,0.002565686321091,0.004812008474881,0.00328646085879,0.002710703712951,0.005247031788587,0.00525031087367,0.002925246246315,0.002429672373866,0.004291244927469,0.004186236471309
their,0.002874719714828,0.001093737341003,0.001355546810092,0.001924001924002,0.002736030828516,0.0026106073097,0.002608175132547,0.002525817693513,0.002041170850343,0.000871383757407,0.001055269753331,0.002619383437437,0.001598327903117,0.002845386097006,0.001519519987532,0.001905515208169,0.004069175991862,0.003405336721728,0.001259664668578,0.0064490392926,0.001644854466137,0.002342965524936,0.000893575194353,0.0023730154246,0.003010072164551,0.002412454295299,0.004026891444562,0.00171174255392,0.00280324986934,0.002190541171401,0.003017078821184,0.001462353318829,0.001761777096898,0.003546262607654,0.002651004410723,0.001594472495349,0.000699659499044,0.003675719828466
them,0.001552348646007,0.002065948310783,0.001574183392365,0.002439359582217,0.001233140655106,0.001694604744893,0.001410979989738,0.002110176807239,0.001693737514114,0.001786336702684,0.002374356944994,0.002417892403788,0.002028646953956,0.001969882682542,0.002844229720252,0.001581937153951,0.002979218136899,0.003659466327827,0.001954652071931,0.001861578352503,0.00210970464135,0.00323552382015,0.001742471628988,0.002712017628115,0.002354030795354,0.002148592106751,0.004538784424803,0.002365316983598,0.00285076257899,0.001831436061335,0.002693820376057,0.001676356243535,0.001646878590578,0.0038225947589,0.001828278903947,0.002315781481341,0.001166099165073,0.00275678987135
then,0.0016673374346,0.001134246131411,0.001836547291093,0.00175221603793,0.00150289017341,0.002015205642576,0.001154438173422,0.001918342552035,0.002171458351429,0.001481352387592,0.001846722068329,0.00110820068507,0.001844224503596,0.00166345648748,0.002181874853892,0.001725749622492,0.001489609068449,0.001067344345616,0.001824341933802,0.001462668705538,0.001930916112422,0.001115697869017,0.001965865427576,0.001638510650319,0.002122486782696,0.001696256926382,0.001740436132819,0.001307148859357,0.002328122772842,0.001185046863217,0.001131404557944,0.001640689089418,0.002106472615856,0.001980380417262,0.003587997348996,0.002353745112183,0.001492606931293,0.001735756585665
there,0.00149485425171,0.001660860406708,0.001792819974638,0.001339929911358,0.001425818882466,0.001190803334249,0.001410979989738,0.001151005531221,0.001085729175714,0.001568490763332,0.001407026337774,0.001410437235543,0.001475379602877,0.001225704780249,0.001870178446193,0.002552671316603,0.001816596424938,0.001067344345616,0.002410737555382,0.001329698823217,0.001430308231424,0.001004128082115,0.000893575194353,0.001864512119329,0.000617450700421,0.00158317313129,0.000853154967068,0.001898478105257,0.001520406708795,0.001615972995296,0.001454663003071,0.001533687627064,0.001914975105324,0.00096716252936,0.001782571931348,0.002012072434608,0.001679182797705,0.001225239942822
therefore,0.000632438337262,0.000405087904075,0.000787091696183,0.000206143063286,0.000231213872832,0.000183200512961,8.55139387720199E-05,0.000383668510407,0.000651437505429,0.000304984315092,0.000571604449721,0.000251863792061,0.000368844900719,0.000656627560847,0.000233772305774,0.000143812468541,0.000690306641477,0.000152477763659,0.000260620276257,0.000398909646965,0.000393334763642,0.000892558295214,0.001072290233223,0.000282501836262,0.000848994713078,0.000226167590184,0.00037538818551,0.000217858143226,0.000332588967549,7.18210220131433E-05,5.38764075211465E-05,0.000428005849413,0.000421294523171,0.000644775019574,0.000228534862993,0.000417599939258,0.000419795699426,0.000204206657137
these,0.001379865463117,0.000769667017743,0.001311819493638,0.00103071531643,0.001464354527938,0.002244206283778,0.001197195142808,0.001119033155354,0.001476591678972,0.000740676193796,0.000879391461109,0.001007455168245,0.001475379602877,0.001532130975311,0.001090937426946,0.001114546631193,0.000944630140968,0.001168996188056,0.00108591781774,0.000598364470447,0.001466065937209,0.002268585667001,0.001206326512376,0.001582010283067,0.001196310732065,0.000603113573825,0.000989659761799,0.00115153589991,0.001520406708795,0.001113225841204,0.001131404557944,0.000820344544709,0.001378782075833,0.002164601851425,0.001096967342368,0.001746327018716,0.001026167265264,0.000612619971411
they,0.001724831828897,0.002106457101191,0.002273820455639,0.001786573215145,0.002928709055877,0.00128240359073,0.002095091499914,0.002302011062442,0.002562320854686,0.001481352387592,0.003209778833048,0.002619383437437,0.001352431302637,0.002276308877605,0.002493571261591,0.001941468325304,0.003051881993896,0.001778907242694,0.001954652071931,0.003590186822685,0.001930916112422,0.001971066235263,0.001027611473506,0.003503022769648,0.001466445413499,0.001922424516567,0.003617377060369,0.002396439575488,0.002090559224593,0.001759615039322,0.002909326006142,0.001997360630595,0.001685178092685,0.002763321512458,0.00276527184222,0.002239854219658,0.00111945519847,0.003369409842761
thine,0.000344966365779,0.00081017580815,8.74546329091784E-05,0.000274857417715,3.85356454720617E-05,0.001007602821288,0.000513083632632,0.000415640886274,0.000347433336229,0.000261415127222,0.000219847865277,0.000402982067298,0.000307370750599,0.000350201365785,0.000389620509624,0.000143812468541,0.000435983141985,0.000965692503177,0.000195465207193,0.000864304235091,0.000393334763642,0.000743798579345,0.000402108837459,0.000678004407029,0.001003357388184,0.000603113573825,0.00037538818551,0.000404593694563,0.000190050838599,0.000897762775164,0.00048488766769,0.000392338695296,0.000497893527384,0.000828996453737,0.000365655780789,0.000417599939258,0.00032650776622,0.001225239942822
things,0.000804921520152,0.000526614275298,0.000262363898728,0.000377928949358,0.000154142581888,0.000137400384721,0.000171027877544,0.000159861879336,0.0003040041692,0.000217845939352,0.000351756584444,5.03727584122507E-05,0.00012294830024,0.000131325512169,0.000155848203849,0.000287624937082,0.000435983141985,0.000355781448539,0.000390930414386,0.000398909646965,0.000286061646285,0.000334709360705,0.000402108837459,0.000339002203514,7.71813375525798E-05,0.000490029778733,0.000443640582875,0.000311225918895,0.000712690644747,0.000323194599059,0.000969775335381,0.000392338695296,0.000191497510532,9.21107170819325E-05,0.000411362753388,0.000569454462625,0.000279863799618,0.000408413314274
think,0.000747427125855,0.001458316454671,0.001093182911365,0.001202501202501,0.001271676300578,0.001099203077769,0.00042756969386,0.000863254148416,0.000521150004343,0.001612059951203,0.001978630787495,0.001057827926657,0.001413905452757,0.000612852390124,0.001246785630796,0.000934781045517,0.000908298212469,0.000762388818297,0.001194509599514,0.000332424705804,0.001072731173568,0.000780988508312,0.0007595389152,0.000678004407029,0.000540269362868,0.000904670360737,0.001228543152578,0.001400516635025,0.000950254192997,0.000718210220131,0.000592640482733,0.002104362092949,0.000727690540023,0.000552664302492,0.000799872020477,0.001594472495349,0.001539250897896,0.000306309985706
this,0.006439372161214,0.005630721866645,0.006209278936552,0.005840720126434,0.007822736030829,0.010900430521206,0.006157003591585,0.005595165776769,0.005385216711543,0.007058208434995,0.006023831508596,0.006346967559944,0.006208889162107,0.006872701803537,0.006233928153978,0.00492557704753,0.004977474204331,0.005184243964422,0.005234123881505,0.006183099527957,0.005006078809984,0.005801628918889,0.005316772406398,0.008475055087858,0.006521823023193,0.004824908590599,0.004436405828755,0.007718402788584,0.006699292060626,0.006679355047222,0.004256236194171,0.006527089203552,0.006893910379165,0.008013632386128,0.005599104143337,0.006415853612239,0.006903307057232,0.004288339799877
those,0.000287471971483,0.000445596694483,0.000349818531637,0.000755857898715,0.001001926782274,0.001007602821288,0.000598597571404,0.000575502765611,0.000521150004343,0.000479261066574,0.000395726157499,0.000554100342535,0.000368844900719,0.000393976536508,0.000584430764435,0.000647156108435,0.00058131085598,0.001016518424396,0.000173746850838,0.000864304235091,0.000500607880998,0.000297519431738,0.000223393798588,0.000169501101757,0.000385906687763,0.000640808172189,0.000784902569703,0.0005913292459,0.000237563548249,0.000430926132079,0.000915898927859,0.000392338695296,0.000574492531597,0.000276332151246,0.000548483671184,0.000645381724308,0.00032650776622,0.000510516642843
thou,0.00534697866958,0.003443247184639,0.005378459923914,0.003607503607504,0.000616570327553,0.006595218466612,0.00675560116299,0.005499248649167,0.003083470859029,0.00387765772046,0.003253748406103,0.003475720330445,0.007008053113666,0.006566275608475,0.008766461466532,0.00424246782196,0.003487865135881,0.007878017789072,0.002910259751542,0.004720430822419,0.004863047986841,0.006880136858939,0.004601912250916,0.007853551048082,0.007293636398719,0.005164159975875,0.002388833907791,0.00283215586194,0.004893809093933,0.00617660789313,0.003448090081353,0.004173057031779,0.009000382995021,0.007184635932391,0.00411362753388,0.003758399453324,0.00527076822613,0.006636716356953
though,0.000574943942966,0.000567123065705,0.00056845511391,0.000721500721501,0.000308285163776,0.000229000641202,0.00042756969386,0.000159861879336,0.000434291670286,0.000392122690833,0.000615574022776,0.000503727584123,0.000553267351079,0.000218875853616,0.000155848203849,0.000251671819947,0.000472315070484,0.000254129606099,0.000412648770741,0.000465394588126,0.000250303940499,0.000297519431738,0.000714860155482,0.000339002203514,0.000617450700421,0.000339251385276,0.000511892980241,0.00056020665401,0.000142538128949,0.000574568176105,0.000431011260169,0.000499340157649,0.000306396016852,0.000368442868328,0.00034280229449,0.00068334535515,0.000932879332058,0.000612619971411
thought,0.000229977577186,0.00032407032326,0.000349818531637,0.000515357658215,0.000308285163776,0.000274800769442,0.00042756969386,0.000447613262142,0.000260575002171,0.000348553502963,0.00048366530361,0.000554100342535,0.000368844900719,0.000306426195062,0.000194810254812,0.000503343639894,0.00058131085598,0.000203303684879,0.000325775345322,0.000731334352769,0.000500607880998,0.000557848934509,0.000134036279153,0.000282501836262,0.000424497356539,0.000452335180369,0.000341261986827,0.000342348510784,0.000332588967549,0.000502747154092,0.000754269705296,0.000713343082355,0.000306396016852,0.000230276792705,0.000274241835592,0.000873163509358,0.000373151732823,0.000510516642843
thousand,5.74943942965561E-05,0.00032407032326,0.000349818531637,0.000171785886072,0.000308285163776,0.000366401025923,0.000684111510176,0.000255779006938,0.000347433336229,0.000261415127222,0.000439695730554,0.000201491033649,0.000491793200959,0.000393976536508,0.000623392815398,0.000323578054217,0.000435983141985,0.000508259212198,0.000694987403353,0.000332424705804,0.000500607880998,0.000595038863476,0.000357430077741,0.00022600146901,0.000694632037973,0.000150778393456,0.000204757192096,0.000342348510784,4.75127096498313E-05,0.00010773153302,0.000215505630085,0.000142668616471,0.000268096514745,0.000644775019574,0.000388509267089,0.000265745415892,0.000279863799618,0.000918929957117
thus,0.000919910308745,0.000202543952038,0.000393545848091,0.000790215075929,0.000963391136802,0.000366401025923,0.000983410295878,0.000639447517345,0.000694866672457,0.000653537818055,0.000615574022776,0.000654845859359,0.000737689801438,0.00083172824374,0.000506506662511,0.000790968576976,0.000435983141985,0.000457433290978,0.000390930414386,0.00079781929393,0.000750911821498,0.000595038863476,0.00093825395407,0.000508503305271,0.000694632037973,0.000603113573825,0.000887281165751,0.000995922940462,0.000617665225448,0.000790031242145,0.00048488766769,0.00096301316118,0.000191497510532,0.001151383963524,0.000548483671184,0.000759272616833,0.000699659499044,0.000408413314274
thy,0.0033346748692,0.003078668070971,0.002886002886003,0.003848003848004,0.001040462427746,0.004534212695796,0.006712844193604,0.005914889535441,0.003083470859029,0.002222028581387,0.002198478652772,0.002619383437437,0.003442552406713,0.006828926632814,0.003935167147199,0.003199827425038,0.002543234994914,0.006353240152478,0.002106680566415,0.006382554351439,0.002717585639705,0.00632228792443,0.00339558573854,0.004746030849201,0.006830548373403,0.003543292246221,0.00262771729857,0.002489807351156,0.002090559224593,0.0049197400079,0.002316685523409,0.002675036558833,0.005783224818077,0.008704462764243,0.003953653129785,0.002695417789757,0.004571108727086,0.005003063099857
till,0.000632438337262,0.000364579113668,0.000655909746819,0.000206143063286,0.000385356454721,0.000366401025923,0.000384812724474,0.000415640886274,0.000347433336229,0.000566399442314,0.000923361034164,0.000503727584123,0.001168008852278,0.000262651024339,0.000194810254812,0.000395484288488,0.00029065542799,0.000355781448539,0.000521240552515,0.000465394588126,0.000357577057856,0.000446279147607,0.000536145116612,0.000508503305271,0.000656041369197,0.000640808172189,0.00037538818551,0.000311225918895,0.000950254192997,0.000466836643085,0.000377134852648,0.000285337232942,0.000574492531597,0.000552664302492,0.000319948808191,0.000531490831783,0.000466439666029,0.000408413314274
time,0.000632438337262,0.001134246131411,0.001355546810092,0.00151171579743,0.001078998073218,0.000961802693048,0.001582007867282,0.001374812162292,0.000738295839486,0.001394214011851,0.000527634876665,0.000805964134596,0.001598327903117,0.000612852390124,0.001636406140419,0.000719062342705,0.00087196628397,0.001321473951715,0.00104248110503,0.001928063293664,0.001072731173568,0.000743798579345,0.001027611473506,0.001299508446805,0.000848994713078,0.001093143352558,0.00112616455653,0.001369394043136,0.001187817741246,0.001005494308184,0.00237056193093,0.001034347469415,0.001187284565301,0.000414498226869,0.001005553397171,0.001100945294408,0.001166099165073,0.000612619971411
tis,0.00017248318289,0.001377298873856,0.000699637063273,0.00103071531643,0.00111753371869,0.000366401025923,0.000598597571404,0.000447613262142,0.000564579171371,0.001089229696758,0.00048366530361,0.000755591376184,0.000491793200959,0.000350201365785,0.001013013325021,0.001150499748328,0.000617642784479,0.001219822109276,0.000955607679611,0.000398909646965,0.00032181935207,0.001004128082115,0.001295684031811,0.000678004407029,0.00073322270675,0.001017754155829,0.001023785960482,0.001369394043136,0.000712690644747,0.000969583797177,0.001185280965465,0.001212683240004,0.000957487552662,0.000598719661033,0.000959846424572,0.001214836186933,0.001166099165073,0.000918929957117
to,0.015925947220146,0.018634043587459,0.018759018759019,0.017316017316017,0.018073217726397,0.018228451039663,0.019411664101249,0.02081401668958,0.017545383479545,0.022133147438132,0.017675768368289,0.021811404392505,0.018073400135243,0.01755384345999,0.015935478843606,0.015999137125189,0.016531027466938,0.018094027954257,0.017005473025801,0.020477361877535,0.018343703068011,0.019450332849864,0.019703333035475,0.014746595852873,0.019604059738355,0.017151042255645,0.020100331024127,0.018953658460677,0.016581935667791,0.015441519732826,0.016486180701471,0.017155901130649,0.017579471466871,0.018514254133469,0.016957286834107,0.019247560836719,0.016885115910257,0.015826015928119
told,0.000344966365779,0.000283561532853,0.000262363898728,0.000206143063286,0.000154142581888,0.000229000641202,0.000171027877544,0.000479585638009,0.000173716668114,0.000261415127222,0.000615574022776,0.000151118275237,0.000307370750599,4.37751707231658E-05,0.000350658458661,0.000179765585676,0.000108995785496,0.000304955527319,0.000477803839805,0.000199454823482,0.000214546234714,0.000148759715869,0.000312751318023,0.000282501836262,0.000154362675105,0.00018847299182,0.000170630993414,0.000155612959447,0.000142538128949,0.000323194599059,5.38764075211465E-05,0.00032100438706,0.000114898506319,0.000276332151246,0.000297095321891,0.000303709046733,0.000373151732823,0.000306309985706
tongue,0.000632438337262,0.00032407032326,0.000349818531637,0.000309214594929,0.000539499036609,0.001099203077769,0.001111681204036,0.000415640886274,0.0009120125076,0.000435691878703,0.000439695730554,0.000251863792061,0.000368844900719,0.000437751707232,0.000467544611548,0.000323578054217,0.000217991570993,0.000203303684879,0.000195465207193,0.000930789176252,0.000500607880998,0.000595038863476,0.000536145116612,0.000395502570767,0.000501678694092,0.000301556786912,0.000443640582875,0.000466838878342,0.000427614386848,0.000179552555033,0.000431011260169,0.000249670078824,0.000382995021065,0.000921107170819,0.000205681376694,0.000265745415892,0.000373151732823,0.00071472329998
too,0.000977404703041,0.001660860406708,0.001224364860729,0.001683501683502,0.001811175337187,0.000916002564807,0.001453736959124,0.001055088403619,0.0024320333536,0.00130707563611,0.001846722068329,0.001511182752368,0.001413905452757,0.000700402731571,0.001792254344269,0.001617890271087,0.00087196628397,0.001372299872935,0.001411693163061,0.001063759058573,0.00121576199671,0.000557848934509,0.001072290233223,0.001130007345048,0.001119129394512,0.001243921746014,0.001160290755213,0.001493884410694,0.001330355870195,0.001113225841204,0.001185280965465,0.001105681777651,0.001876675603217,0.000598719661033,0.001896839362845,0.001936145172924,0.00111945519847,0.000612619971411
true,0.001437359857414,0.000607631856113,0.000962000962001,0.001065072493644,0.000693641618497,0.001099203077769,0.001239952112194,0.000671419893212,0.0009120125076,0.001089229696758,0.00096733060722,0.000604473100947,0.000430319050839,0.000437751707232,0.001207823579833,0.001114546631193,0.000653974712978,0.000711562897078,0.000847015897837,0.000731334352769,0.000858184938854,0.000483469076574,0.000491466356894,0.000678004407029,0.000810404044302,0.000490029778733,0.000784902569703,0.000746942205347,0.000855228773697,0.000538657665099,0.000323258445127,0.00096301316118,0.000995787054768,0.000736885736655,0.000868432479375,0.001062981663566,0.000886235365455,0.00071472329998
truth,0.000459955154372,0.000729158227335,0.000262363898728,0.0002405002405,0.000847784200385,0.000549601538884,0.000342055755088,0.000255779006938,0.000434291670286,0.000566399442314,0.00048366530361,0.000151118275237,0.000245896600479,0.000525302048678,0.000467544611548,0.00068310922557,0.000254323499491,0.00010165184244,0.000390930414386,0.000332424705804,0.00057212329257,0.000185949644836,4.46787597176302E-05,0.00022600146901,0.000270134681434,0.000150778393456,0.000341261986827,0.000186735551337,0.000142538128949,0.000215463066039,0.000431011260169,0.000285337232942,0.000153198008426,0.000138166075623,0.000114267431497,0.000493527200941,0.000139931899809,0.000204206657137
turn,0.000287471971483,0.000121526371223,0.000306091215182,0.000103071531643,0.000269749518304,0.000183200512961,0.000299298785702,0.000223806631071,0.000390862503257,0.000261415127222,0.000131908719166,0.000352609308886,0.000245896600479,0.000437751707232,0.000272734356737,0.000215718702812,0.000254323499491,0.000355781448539,0.000434367127096,0.000132969882322,0.000214546234714,0.000185949644836,0.000223393798588,0.00022600146901,0.000270134681434,0.000263862188548,0.000273009589462,0.000217858143226,0.000380101677199,0.000430926132079,0.000107752815042,0.000356671541178,0.000229797012639,0.000414498226869,0.000137120917796,0.000189818154208,0.000139931899809,0.000306309985706
two,0.000862415914448,0.000891193388965,0.000830819012637,0.001065072493644,0.00131021194605,0.000503801410644,0.00042756969386,0.000863254148416,0.000564579171371,0.000522830254444,0.000659543595832,0.000705218617772,0.001168008852278,0.000569077219401,0.001285747681758,0.000467390522758,0.000326987356489,0.000762388818297,0.00104248110503,0.000332424705804,0.00089394264464,0.000595038863476,0.000848896434635,0.000565003672524,0.000463088025315,0.000339251385276,0.000784902569703,0.0005913292459,0.000380101677199,0.000861852264158,0.000538764075211,0.000249670078824,0.000574492531597,0.001381660756229,0.000982699910871,0.000493527200941,0.000606371565838,0.00071472329998
under,0.000114988788593,0.000405087904075,0.000393545848091,0.0002405002405,0.000578034682081,0.000274800769442,0.000342055755088,3.19723758672507E-05,0.000217145835143,0.000261415127222,0.00048366530361,5.03727584122507E-05,0.00012294830024,0.000131325512169,0.000233772305774,0.000251671819947,0.00029065542799,0.000203303684879,0.000325775345322,0.000265939764643,0.000214546234714,0.000148759715869,0.000223393798588,0.000339002203514,7.71813375525798E-05,0.000113083795092,0.000136504794731,9.33677756683577E-05,0.000285076257899,0.000287284088053,0.000269382037606,3.56671541177729E-05,0.000153198008426,0.000184221434164,0.00034280229449,0.000151854523367,0.000233219833015,0.000204206657137
up,0.00149485425171,0.000850684598558,0.00056845511391,0.000962000962001,0.000963391136802,0.002335806540258,0.001410979989738,0.001055088403619,0.0009120125076,0.001132798884629,0.001143208899442,0.001410437235543,0.000737689801438,0.000787953073017,0.001519519987532,0.001114546631193,0.001489609068449,0.000914866581957,0.000673269046999,0.00159563858786,0.001573339054566,0.001636356874558,0.001206326512376,0.001073506977795,0.001466445413499,0.00139470013947,0.001296795549944,0.001089290716131,0.001615432128094,0.00114913635221,0.001346910188029,0.001070014623533,0.00206817311375,0.001197439322065,0.000868432479375,0.0013666907103,0.000746303465647,0.001429446599959
upon,0.001437359857414,0.001782386777931,0.001792819974638,0.001443001443001,0.001579961464355,0.001923605386095,0.001795792714212,0.001598618793363,0.0009120125076,0.001786336702684,0.001538935056941,0.002115655853315,0.001413905452757,0.001269479950972,0.002026026650043,0.001510030919681,0.001889260281936,0.001473951715375,0.001498566588481,0.000864304235091,0.001966673818208,0.001524787087657,0.000893575194353,0.002090513588338,0.001080538725736,0.001733951524747,0.001706309934136,0.001244903675578,0.001662944837744,0.001292778396237,0.002586067561015,0.001676356243535,0.001417081577939,0.001519826831852,0.001302648719062,0.001822254280399,0.001445962964691,0.001531549928528
